Shalimar Exp,18008,Bhanjpur,Shalimar,87A,Shri Mata Vaishno Devi,12475,Hapa,Shri Mata Vaishno,"3A,11,A,16",
Shalimar Exp,18029,Lokmanya Tilak (T),Shalimar,5A,Katra Exp.,,,Devi Katra,,
Shalimar Exp,20971,Udaipur City,Shalimar,"32A,72",Shri Mata Vaishno Devi,12477,Jamnagar,Shri Mata Vaishno,"3A,11,A,16",
Shalimar Exp,22641,Thiruvananthapuram,Shalimar,"86A,29A",Katra Exp.,,,Devi Katra,,
Shalimar Exp,22826,MGR Chennai,Shalimar,7,Shri Mata Vaishno Devi,19415,Ahmedabad,Shri Mata Vaishno,"23,80",
,,Central,,,Katra Exp.,,,Devi Katra,,
Shalimar Exp,22829,Bhuj,Shalimar,"11,4,32",Shri Mata Vaishno Devi,19803,Kota,Shri Mata Vaishno,"3A,16A",
Shalimar Exp,22836,Puri,Shalimar,7A,Katra Exp.,,,Devi Katra,,
Shalimar Exp,22850,Secunderabad,Shalimar,30A,Shri Mata Vaishno Devi,22941,Indore,Martyr Captain,"3A,16",
Shalimar Exp,22854,Visakhapatnam,Shalimar,7A,Katra Exp.,,,Tushar Mahajan,,
Shan-e-Puniab Exp.,12497/12498,New Delhi,Amritsar,15,Shri Shakti Exp,22461/22462,New Delhi,Shri Mata Vaishno,16,
,,,,,,,,Devi Katra,,
Shanti Exp,19309/19310,Gandhinagar,Indore,33,,,,,,
,,,,,Siddhaqanqa Exp,12725/12726,Dharwar,KSR Bengaluru,19,
Shantiniketan Exp.,12337/12338,Howrah,Bolpur,14,,,,,,
,,,,,Siddheshwar Exp,12115/12116,Chhatrapati Shivaji,Solapur,10,
Sharavati Exp,11035/11036,Dadar,Mysuru,19,,,,,,
,,,,,,,Maharaj (T),,,
Shatabdi Exp,12001/12002,Rani Kamalapati,New Delhi,2,,,,,,
,,,,,Siddhabali Exp,12037/12038,Kotdwara,Delhi,75,
Shatabdi Exp,12003/12004,Lucknow,New Delhi,25,,,,,,
,,,,,Sikar Exp,14714,Delhi Sarai Rohilla,Sikar,59,
Shatabdi Exp,12005/12006,New Delhi,Kalka,27,,,,,,
,,,,,Sikkim Mahananda Exp.,15483/15484,Alipurduar,Delhi,"1,18,74",
Shatabdi Exp,12007/12008,MGR Chennai,Mysuru,20,,,,,,
,,,,,Silambu Exp,20681/20682,Chennai Egmore,Sengottai,21,
,,Central,,,,,,,,
,,,,,Silchar Exp,15612,Silchar,Rangiya,83,
Shatabdi Exp,12009/12010,Mumbai Central,Ahmedabad,11,,,,,,
,,,,,Silchar Exp,15642,Silchar,New Tinsukia,"66,83",
Shatabdi Exp,12011/12012,New Delhi,Kalka,27,,,,,,
,,,,,Silchar Exp,12515,Coimbatore,Silchar,"83,86A,29A",
Shatabdi Exp,12013/12014,New Delhi,Amritsar,15,,,,,,
,,,,,Simhadri Exp,17239/17240,Guntur,Visakhapatnam,30,
Shatabdi Exp,12015/12016,New Delhi,Ajmer,23,,,,,,
,,,,,Simhaouri Exp,12709/12710,Gudur,Secunderabad,71,
Shatabdi Exp,12017/12018,New Delhi,Dehradun,75,,,,,,
,,,,,Simlipal Exp,18007/18008,Shalimar,Bhanjpur,87,
Shatabdi Exp,12019/12020,Howrah,Ranchi,73,,,,,,
Shatabdi Exp,12025/12026,Pune,Secunderabad,10,,,,,,TAG-26
,,,,,43,,,,,
,Train ,Train,From,To,Table,Train ,Train,From,To,Table
,Name,No,Station,Station,No.,Name,No,Station,Station,No.
,Sindhanur Bengaluru,17391/17392,Sindhanur,KSR Bengaluru,19,Tatanagar Exp,18184,Buxar,Tatanagar,36A
,Exp,,,,,Tatanagar Exp,18190,Ernakulam Jn,Tatanagar,40
,Singhad Exp,11009/11010,Chhatrapati Shivaji,Pune,19,Tatanagar Exp,20816,Visakhapatnam,Tatanagar,"7A,32"
,,,Maharaj (T),,,Tatanagar Exp,28182,Katihar,Tatanagar,37
,Sindhanur Exp,17303,Hubbali,Sindhanur,20A,Tebhaaa Exp,13161/13162,Kolkata,Balurghat,14
,Sitamarhi Exp,13165,Kolkata,Sitamarhi,37A,Teesta Torsha Exp.,13141/13142,Sealdah,Alipurduar,14
,SMVT Bengaluru Exp,12889,Tatanagar,SMVT Bengaluru,"20,40",Tejas Exp,22671/22672,Chennai Egmore,Madurai,21
,SMVT Bengaluru Exp,15228,Muzaffarpur,SMVT Bengaluru,"20,22,29",Tejas Exp,22119/22120,Chhatrapati Shivaji,Madgaon,26
,Solapur Exp,11312,Hassan,Solapur,19,,,Maharaj (T),,
,Somanth Exp,11464,Jabalpur,Somnath,"33A,34A,43A,76",Tejas Exp,82501,Lucknow Jn.,Anand Vihar (T),25
,Somanth Exp,11466,Jabalpur,Somnath,"33A,34A,43A,76",Tejas Exp,22671/22672,Chennai Egmore,Madurai,21
,Somnath Exp,19221/19222,Ahmedabad,Veraval,"11,76",Telanaana Exp,12723/12724,Hyderabad,New Delhi,9
,Somnath Exp,19252,Okha,Somnath,76,Thawe Exp,18181,Tatanagar,Thawe,37A
,South Bihar Exp,13287/13288,Durg,Ara,"5,36",Thirukkural Exp,12641/12642,Kanniyakumari,H. Nizamuddin,"8,21"
,Siuri Memu Exp,13179,Sealdah,Siuri,92,Thirumala Exp,17487/17488,Tirupati,Visakhapatnam,7
,Sri Ganga Nagar Exp,16312,Thiruvananthpuram,Sri Ganga Nagar,"23,26A,39A",Thiruvananthapuram,12623,MGR Chennai,Thiruvananthapuram,86
,,,North,,,,,Central,,
,Sri Ganga Nagar SF,22723,Hazur Sahib Nanded,Sri Ganga Nagar,"23A,34A,53A,39A",Thiruvananthapuram,12695,MGR Chennai,Thiruvananthapuram,86
,Sri Ganga Nagar Exp,12485,Hazur Sahib Nanded,Sri Ganga Nagar,"9A,39,53",,,Central,,
,Sri Ganga Nagar Exp,14601,Firozpur,Howrah,39,Thiruvananthapuram,12697,MGR Chennai,Thiruvananthapuram,86
,Sri Ganga Nagar Exp,22981,Kota,Sri Ganga Nagar,28,,,Central,,
,Sri Ganria Nariar Exp,14816,Rishikesh,Sri Ganga Nagar,45,Thiruvananthapuram,16331,Chhatrapati Shivaji,Thiruvananthapuram,70
,Sri Jaaannath Exp,18409/18410,Howrah,Puri,7,,,Maharaj (T),,
,Shimogga Exp,12691,MGR Chennai,Shivmogga Town,20,Thiruvananthapuram,16333,Veraval,Thiruvananthapuram,26
,,,Central,,,Thiruvananthapuram,16348,Mangaluru Central,Thiruvananthapuram,85
,Steel Exp,12813/12814,Howrah,Tatanagar,87,Thiruvananthapuram,22634,H. Nizamuddin,Thiruvananthapuram,"3,26"
,Suhaildev Exp,22419/22420,Anand Vihar (T),Ghazipur City,22,Thiruvananthapuram,22642,Shalimar,Thiruvananthapuram,"86,29"
,Sultanour Exp,12143,Lokmanya Tilak,Sultanour,35,Thiruvananthapuram,22654,H. Nizamuddin,Thiruvananthapuram,26
,Sultanpur Exp,20939,Sabarmati,Sultanpur,"23A,25",Thiruvananthapuram,12644,H. Nizamuddin,Thiruvananthapuram,"8,86"
,Suoer AC Exp,12857/12858,Howrah,Digha,87,Tungabhadra Exp,17023/17024,Kacheguda,Kurnool City,52
,Surat Exp,12935,Bandra (T),Surat,11,Tiruchchira ppalli Exp,12663,Howrah,Tiruchchirappalli,"21,29"
,Surat Exp,12946,Mahuva,Surat,11,Tiruchchirappalli Exp,16833,Maviladuturai,Tiruchchirappalli,69
,Surat Exp,13425,Malda Town,Surat,"34,73",Tiruchchirappalli Exp,22675,Chennai Egmore,Tiruchchirappalli,21
,Surat Exp,19048,Bhagalpur,Surat,24A,Tiruchendur Exp,20605,Chennai Egmore,Tiruchendur,21
,Surat Exp,19054,Muzaffarpur,Surat,"3,33A",Tirunelveli Exp,11021,Dadar,Tirunelveli,"19,69,20"
,Surat Exp,22827,Puri,Surat,"34,46,78",Tirunelveli Exp,22605,Purulia,Tirunelveli,"7A,87"
,SuryaNagari Exp,12480,Jodhpur,Bandra (T),"11,23",Tirunelveli Exp,19578,Jamnagar,Tirunelveli,26
,Sushasan Exp,22199/22200,Gwalior,Balrampur,"38,4,22",Tirunelveli Exp,22619,Bilaspur,Tirunelveli,"8,42A,86"
,Sutlej Exp,14629/14630,Chandigarh,Firozpur,80,Tirunelveli Exp,22629,Dadar,Tirunelveli,"26,69"
,Suvarna Rekha Exp.,13301/13302,Dhanbad,Tatanagar,87,Tirunelveli Link Exp,16788,Jammu Tawi,Tirunelveli,"8,16A,69,86"
,Swaraj Exp,12471/12472,Mumbai Central,Shri Mata Vaishno,"3,16",Tirupati Exp,12762,Karimnagar,Tirupati,71
,,,,Devi Katra,,Tirupati Exp,12766,Amravati,Tirupati,"52,53"
,Swarna Jayanti Exp.,12781/12782,Mysuru,H. Nizamuddin,"9,19",Tirupati Exp,16053,MGR Chennai,Tirupati,20
,Swarna Jayanti Exp.,12803/12804,Visakhapatnam,H. Nizamuddin,42,,,Central,,
,Swarna Jayanti Rajdhani,12957/12958,Sabarmati,New Delhi,23,Tirupati Exp,16203,MGR Chennai,Tirupati,20
,Swarna Shatabdi Exp.,12029/12030,New Delhi,Amritsar,15,,,Central,,
,Swatantrata Sainani,12561/12562,JayaNagar,New Delhi,22,Tirupati Exp,16219,Chamarainagar,Tirupati,20
,Taj Exp,12279/12280,Virangana Laxmibai,New Delhi,2,Tirupati Exp,16780,Rameshwaram,Tirupati,21A
,Tambaram Exp,12376,Jasidih,Tambaram,40,Tirupati Exp,17402,MachiliPatnam/,Tirupati,7A
,Tambaram Exp,16175/16176,Karaikal,Tambaram,21A,Tirupati Exp,17417,Sai Nagar Shirdi,Tirupati,"10,53A"
,Tambaram Exp,15930,New Tinsukia,Tambaram,"29,66",Tirupati Exp,17420,Vasco-Da-gma,Tirupati,49
,Tambaram Exp,22658,Kanniyakumari,Tambaram,21,Tirupati Exp,17479,Puri,Tirupati,7
,Tamil Nadu Sampark,12621/12622,MGR Chennai,New Delhi,8,Tirupati Exp,17481,Bilaspur,Tirupati,"7,42"
,,,Central,,,Tirupati Exp,22616,Coimbatore,Tirupati,70
,Tamralipta Exp,12857/12858,Howrah,Digha,87,Tirupati Exp,22618,SMVT Bengaluru,Tirupati,20
,Tanakpur Dehradun Exp,15019/15020,Tanakpur,Dehradun,"12,55",Tirupati Exp,22855,Santragachi,Tirupati,7
,Taoaswini Exp,18451/18452,Hatia,Puri,78,Tirupati Exp,22871,Bhubaneswar,Tirupati,7
,Tapovan Exp,17617/17618,Chhatrapati Shivaji,Hazur Sahib,53,Tirupati Exp,22879,Bhubaneswar,Tirupati,7
,,,Maharaj (T),Nanded,,Tirupati Exp,17424,Chikkamagaluru,Tirupati,"70,19"
,Tapti Ganga Exp,19045/19046,Surat,Thawe,6,Tri Shatabdi Exp,12913/12914,Indore,Nagpur,8
,Tatanagar Exp,12890,SMVT Bengaluru,Tatanagar,"20A,40A",Trihut Exp,13157/13158,Kolkata,Muzaffarpur,37
,Tatanagar Exp,13512,Asansol,Tatanagar,87,Tripura Sundari Exp,14619/14620,Anand Vihar (T),Agartala,"18,83"
,Tatanagar Exp,18102,Jammu Tawi,Tatanagar,41A,Triveni Exp,15073/15074,Singrauli,Tanakpur,25
,Tatanagar Exp,18112,Yesvantpur,Tatanagar,"40A,71",Triveni Exp,15075/15076,Shakthinagar,Tanakpur,25
TAG-26,Tatanagar Exp,18110,NSCB Itwari,Tatanagar,5,Triveni Link Exp,15077/15078,Barwadih/Chopan,Tanakpur,"25,73"
,Tatanagar Exp,18182,Thawe,Tatanagar,37,Tulsi Exp,22129/22130,Lokmanya Tilak (T),Ayodhya Cantt,"2,6,47"
,,,,,44,,,,,
Train ,Train,From,To,Table,Train ,Train,From,To,Table,
Name,No,Station,Station,No.,Name,No,Station,Station,No.,
Tutari Exp,11003/11004,Dadar,Sawantwadi Road,26,Vande Bharat Exp,20171/20712,Rani Kamlapati,H.Nizamuddin,2,
Tuticorin Exp,16236,Mysuru,Tuticorin,69,Vande Bharat Exp,20643/20644,Chenni Central,Coimbatore,86,
Udaipur City SF,20473,Delhi Sarai Rohilla,Udaipur City,"23,54",Vande Bharat Exp,20701/20702,Secunderbad,Tirupati,71,
Udaipur City Exp,12992,Jaipur,Udaipur Ciry,54,Vande Bharat Exp,20977/20978,Ajmer,Chandigarh,23,
Udaipur City Exp,12995,Bandra (T),Udaipur City,"3A,54A",Vande Bharat Exp,20633/20634,Thiruvanthapuram,Kasargod,26,
Udaipur City Exp,19327,Ratlam,Udaipur City,54A,Vande Bharat Exp,22895/22896,Howrah,Puri,7,
Udaipur City Exp,19329,Indore,Udaipur City,"3,54",Vande Bharat Exp,22229/22230,Chhatrapati Shivaji,Madgaon,26,
Udaipur City Exp,19602,New Jalpaiauri,Udaipur City,"18A,23,54",,,Maharaj (T),,,
Udaipur City Exp,19610,Yog Nagari,Udaipur City,"23,54,84",Vande Bharat Exp,20911/20912,Indore,Nagpur,"8,43",
,,Rishikesh,,,Vande Bharat Exp,20173/20174,Rewa,Rani Kamlapati,43,
Udaipur City Exp,20972,Shalimar,Udaipur City,"72,32",Vande Bharat Exp,26901/26902,Sabarmati,Veraval,11,
Udaipur City Exp,19665,Khajuraho,Udaipur City,"23,79,54,56",Vande Bharat Exp,20176/20175,Agra Cantt.,Banaras,1,
Uday Exp,22665/22666,Coimbatore,KSR Bengaluru,86,Vande Bharat Exp,20661/20662,Bengaluru,Dharwar,19,
Udaipur Yog Ngari,19609,Udaipur,Yog Nagari,"23A,53A,84",Vande Bharat Exp,22349/22350,Patna,Ranchi,36,
Rishikesh Exp,,,Rishikesh,,Vande Bharat Exp,22549/22550,Gorakhpur,Prayagraj,35,
Uday Exp,22701/22702,Visakhapatnam,Guntur,30,Vande Bharat Exp,12461/12462,Jodhpur,Sabarmati,23,
Udhampur Exp,22431,Prayagraj,Marytr Captain,"16,68",Vande Bharat Exp,22457/22458,Dehradun,Anand Vihar (T),75,
,,,Tushar Mahahjan,,Vande Bharat Exp,22227/22228,New Jalpaiguri,Guwahati,29,
Udhampur Exp,20985,Kota,Marytr Captain,"3A,16A",Vande Bharat Exp,20665/20666,Tirunelveli,Chennai Egmore,21,
,,,Tushar Mahahjan,,Vande Bharat Exp,22347/22348,Patna,Howrah,1,
Udyan Exp,11301/11302,Chhatrapati Shivaji,KSR Bengaluru,10,Vande Bharat Exp,20677/20678,Chennai Central,Narasapur,"7A,7,8A,8",
,,Maharaj (T),,,Vande Bharat Exp,20101/20102,Nagpur,Secunderaba,9,
Udhna Exp,20930,Banaras,Udhna,6A,Vande Bharat Exp,20669/20670,SSS Hubballi,Pune,19,
Udhna Exp,19064,Danapur,Udhna,24A,Vande Bharat Exp,20703/20704,Kacheguda,Yesvantpur,9,
Udyog Karmik Exp,12943/12944,Valsad,Kanpur Central,"24,35",Vande Bharat Exp,20835/20836,Puri,Rourkela,32,
Udyognagri Exp,12173/12174,Lokmanya Tilak (T),Maa Belha Devi,35,Vande Bharat Exp,20627/20628,Chennai Egmore,Nagercoil,,
,,,Dham Pratapgarh,,Vande Bharat Exp,20631/20632,Mangalore,Thiruvanthapuram,26,
Ujjaini Exp,14309/14310,Laxmibai Nagar,Yog Nagri,"4,75",Vande Bharat Exp,22925/22926,Okha,Ahmedabad,11,
,,,Rishikesh,,Vande Bharat Exp,20979/20980,Udaipur,Jaipur,54,
Unchahar Exp,14217/14218,Prayagraj Sangam,Chandigarh,"1,27",Vande Bharat Exp,20897/20898,Howrah,Ranchi,87,
Uoasana Exp,12327/12328,Howrah,Dehradun,12,Vande Bharat Exp,20891/20892,Tatanagar,Brahmapur,"7,32",
Urjadhani Exp,22165/22166,Bhopal,Singrauli,73,Vande Bharat Exp,20871/20872,Howrah,Raurkela,5,
Urjadhani Exp,22167/22168,Nizamuddin,Singrauli,"73,56",Vande Bharat Exp,20893/20894,Tatanagar,Patna,36,
Utkal Exp,18477/18478,Puri,Yog Nagari,"32,75",Vande Bharat Exp,21893/21894,Tatanagar,Patna,36,
,,,Rishikesh,,Vande Bharat Exp,21895/21896,Tatanagar,Patna,36,
Utsara Exp,18191/18192,Chhapra,Farrukhabad,33,Vande Bharat Exp,20645/20646,Mangalore,Madgaon,26,
Uttar Pradesh Sampark,13147/13148,Sealdah,Bamahhat,14,Vande Bharat Exp,20641/20642,Bengaluru Cantt,Coimbatore,86,
Uttaranchal Exp,19565/19566,Okha,Dehradun,"11,23,75",Vande Bharat Exp,20663/20664,Mysuru,MGR Chennai,20,
Uttaranchal Sampark,15035/15036,Delhi,Kathgodam,55,,,,Central,,
Kranti Exp,,,,,Vande Bharat Exp,20669/20670,SSS Hubballi,Pune,19,
Uzhavan Exp,16865/16866,MGR Chennai,Thanjavur,21,Vande Bharat Exp,20671/20672,Madurai,Bengaluru Cant.,86,
,,Central,,,Vande Bharat Exp,20705/20706,Huzur Sahib,Chhatrapati Shivaji,53,
Vadodara Exp,12927,Mumbai Central,Vadodara,11,,,Nanded,Maharaj (T),,
Vadodara Exp,22930,Bhilad,Vadodara,11,Vande Bharat Exp,20841/20842,Bhubaneswar,Visakhapatnam,7,
Vaigai Exp,12635/12636,Chennai Egmore,Madurai,21,Vande Bharat Exp,26501/26502,Patliputra,Gorakhpur,"37, 64",
Vaishali Exp,15565/15566,Lalitgram,New Delhi,22,Vande Bharat Exp,26505/26506,Khajuraho,Banaras,"2,2A,24,24A,63",
Valsad Exp,12930,Dahod,Val sad,3,Vande Bharat Exp,26503/26504,Saharanpur,Gomti Nagar,"12,38",
Valsad Exp,19056,Jodhpur,Val sad,"23,31",Vande Bharat Exp,20707/20708,Secunderabad,Visakhapatnam,30,
Valsad Exp,22910,Puri,Valsad,"78A,43A",Vande Bharat Exp,22231/22232,Kalaburagi,SMVT Bengaluru,9,
Vananchal Exp,13403/13404,Ranchi,Bhagalpur,36,Vande Bharat Exp,20887/20888,Ranchi,Varanasi,41,
Vanchinad Exp,16303/16304,Ernakulam Jn,Thiruvananthapuram,85,Vande Bharat Exp,22233/22234,New Jalpaiguri,Patna,18,
Vande Bharat Exp,22435/22436,New Delhi,Varanasi,1,Vande Bharat Exp,22425/22426,Ayodhya Cantt,Anand Vihar (T),25,
Vande Bharat Exp,22439/22440,New Delhi,Shri Mata Vaishno,16,Vande Bharat Exp,22345/22346,Patna,Gomtinagar,12,
,,,Devi Katra,,Vande Bharat Exp,26751/26752,Belagavi,KSR Bengaluru,19,
Vande Bharat Exp,22447/22448,New Delhi,Amb Andura,27,Vande Bharat Exp,22415/22416,Varanasi,New Delhi,1,
Vande Bharat Exp,20901/20902,Mumbai Central,Gandhinagar Capital,11,Vande Bharat Exp,22545/22546,Lucknow Jn,Dehradun,12,
Vande Bharat Exp,20607/20608,Chenni Central,Mysuru,20,Vande Bharat Exp,22477/22478,Shri Mata Vaishno,New Delhi,4,
Vande Bharat Exp,20825/20826,Bilaspur,Nagpur,5,,,Devi Katra,,,
Vande Bharat Exp,20829/20830,Durg,Vishakapatnam,"42,42A",Vande Bharat Exp,22487/22488,Amritsar,Delhi,4,
Vande Bharat Exp,22301/22302,Howrah,New Jalpaiguri,14,Vande Bharat Exp,22489/22490,Varanasi,Meerut City,88,
Vande Bharat Exp,22303/22304,Howrah,Gaya,1A,Vande Bharat Exp,20673/20674,Kolhapur,Pune,19,
Vande Bharat Exp,22309/22310,Howrah,Jamalpur,14,Vande Bharat Exp,22500/22499,Varanasi,Deoghar,1,
Vande Bharat Exp,20833/20834,Visakhapatnam,Secunderabad,30,Vande Bharat Exp,22961/22962,Mumbai Central,Ahmedabad,11,
Vande Bharat Exp,22223/22224,Chhatrapati Shivaji,Sainagar Shirdi,53,,,,,,
,,,,,Vande Bharat Exp,22469/22470,H. Nizamuddin,Khajuraho,56,
,,Maharaj (T),,,,,,,,
,,,,,Vande Bharat Exp,26401/,Shri Mata Vaishno,Sri Nagar,"16,16A",
Vande Bharat Exp,22225/22226,Chhatrapati Shivaji,Solapur,10,,,,,,
,,Maharaj (T),,,,26402,Devi Katra,,,TAG-26
,,,,,45,,,,,
,Train ,Train,From,To,Table,Train ,Train,From,To,Table
,Name,No,Station,Station,No.,Name,No,Station,Station,No.
,Vande Bharat Exp,26403/26404,Sri Nagar,Shri Mata Vaishno,"16, 16A",Vivek Exp,19027/19028,Bandra (T),Jammu Tawi,"11,46,59,80"
,,,,Devi Katra,Vivek Exp,19568/19567,Okha,Tuticorin,"31,17,70",
,Vande Bharat Exp,26405/26406,Amritsar,Shri Mata Vaishno,"13, 16",Vivek Exp,22851/22852,Santragachi,Mangaluru Central,"7,86"
,,,,Devi Katra,VGLJ-Agra Exp,11901/11902,Virangana,Agra Cantt,8,
,Vande Bharat Exp,26461/26462,Delhi,Firozpur Cantt.,"15, 15A",,Lakshmibai Jhansi,,,
,Vande Bharat Exp,26101/26102,Ajni,Pune,5,Wainganga Exp,12251/12252,Yeshvantpur,Korba,"9,42,52"
,Vande Bharat Exp,26301/26302,Danapur,Jogbani,90,WB Sampark Kranti Exp,12329/12330,Sealdah,Anand Vihar (T),1
,Vande Bharat Exp,26651/26652,KSR Bengluru,Ernakulam Jn,86,West Coast Exp,22637/22638,MGR Chennai,Mangaluru Central,86
,Vande Bharat Exp,26471/26472,Bikaner,Delhi Cantt,59,,Central,,,
,Vande Bharat Exp,26481/26482,Jodhpur,Delhi Cantt,23,Wodeyar Exp,12613/12614,Mysuru,Bengaluru,20
,Varanasi Exp,20963/20964,Sabarmati,Varanasi,"23A,25",Yesvantpur Exp,16582,Shivmogga Town,Yesvantpur,19
,Varuna Exp,20402,Varanasi,Lucknow,25,Yelaairi Exp,16089/16090,MGR Chennai,Jolarpettai,20
,Vasco-de-Gama Exp.,12742,Patna,Vasco-de-Gama,"24A,26",,Central,,,
,Vasco-de-Gama Exp.,17039,Secundarabad,Vasco-de-Gama,"49, 52",Yercaud Exp,22649/22650,MGR Chennai,Erode,86
,Vasco-de-Gama Exp.,17309,Yesvantpur,Vasco-de-Gama,19A,,Central,,,
,Hubli Exp.,20679,MGR Chennai,SSS Hubballi,"19A,20",Yesvantpur Exp,12194,Jabalpur,Yesvantpur,"9,17,52"
,,,Central,,Yesvantpur Exp,12292,MGR Chennai,Yesvantpur,20,
,Vasco-de-Gama Exp.,17316,Velankanni,Vasco-de-Gama,"19A,69A",,Central,,,
,Vasco-de-Gama Exp.,17321,Jasidih,Vasco-de-Gama,36,Yesvantpur Exp,12540,Lucknow,Yesvantpur,"17,25"
,Vasco-de-Gama Exp.,17419,Tirupati,Vasco-de-Gama,49,Yesvantpur Exp,16212,Salem,Yesvantpur,20
,Vasco-de-Gama Link,17021,Hyderabad,Vasco-de-Gama,"52,49",Yesvantpur Exp,16540,Mangaluru Jn,Yesvantpur,19
,Exp.,,,,Yesvantpur Exp,16239,Chikkamagaluru,Yesvantpur,19,
,Veer Bhumi Exp,19315/19316,Indore,Asarva,"3,54",Yesvantpur Exp,16584,Latur,Yesvantpur,60
,Velankanni Exp,17315,Vasco-de-Gama,Velankanni,"19,69",Yesvantpur Exp,15023,Gorakhpur,Yesvantpur,"35,9,92,35"
,Venad Exp,16301/16302,Shoranur,Thiruvananthapuram,85,Yesvantpur Exp,22689,Ahmedabad,Yesvantpur,31
,Venkatadri Exp,12797/12798,Kacheguda,Chittoor,71,Yesvantpur Exp,16516,Karwar,Yesvantpur,"26,19"
,Veraval Exp,11088,Pune,Veraval,"31A,76",Yesvantpur Exp,16528,Kannur,Yesvantpur,86A
,Veraval Exp,16334,Thiruvananthapuram,Veraval,26A,Yesvantpur Exp,16566,Mangaluru Central,Yesvantpur,86A
,Vibhuti Exp,12333/12334,Howrah,Prayagraj City,1,Yesvantpur Exp,16574,Puducherry,Yesvantpur,69
,Vidarbha Exp,12105/12106,Chhatrapati Shivaji,Gondia,5,Yesvantpur Exp,16578,Bidar,Yesvantpur,19
,,,Maharaj (T),,Yesvantpur SF Exp,20690,Shivamogga Town,Yesvantpur,19,
,Vijayawada Exp,12796,Lingampalli,Vijayawada,30A,Yesvantpur Exp,16588,Bikaner,Yesvantpur,"19A,23"
,Vijayawada Exp,17207,Sai Nagar Shirdi,Vijayawada,"30,53",Yesvantpur Exp,16586,Mangaluru Central,Yesvantpur,20
,Vijayawada Exp,17216,Dharmavaram,Vijayawada,49,Yesvantpur Exp,17211,Machilipatnam,Yesvantpur,49
,Vijayawada Exp,17244,Rayagada,Vijayawada,40,Yesvantpur Exp,17310,Vasco-de-Gama,Yesvantpur,19
,Vijayapura Exp,17030,Hyderabad,Vijayapura,10,Yesvantpur Exp,17603,Kacheguda,Yelhanka,52
,Vijayawada Exp,17329/17330,SSS Hubballi,Vijayawada,49,Yesvantpur Exp,19301,Indore,Yesvantpur,"8,52,53"
,Vikramshila Exp,12367/12368,Bhagalpur,Anand Vihar (T),1,Yesvantpur Exp,20668,Jaipur,Yesvantpur,54
,Tirunelveli Exp,22605,Purulia,Tirunelveli,"7,87A",Yesvantpur Exp,22684,Lucknow,Yesvantpur,"17,25,52"
,Villupuram Exp,22603,Kharagpur,Villupuram,7,Yesvantpur Exp,22831,Howrah,Yesvantpur,"7, 49"
,Vindhyachal Exp,11271/11272,Itarsi,Bhopal,72,Yesvantpur Exp,22863,Howrah,SMVT Bengaluru,21
,Visakha Exp,17015/17016,Bhubaneswar New,Secunderabad,30,Yesvantpur Exp,22883,Puri,Yesvantpur,"7,49"
,Visakhapatnam Exp.,18517,Korba,Visakhapatnam,42,Yesvantpur Exp,20656,SSS Hubballi,Yesvantpur,19
,Visakhapatnam Exp.,22809,Paradeep,Visakhapatnam,30,Yesvantpur Exp,16208,Mysuru,Yesvantpur,19
,Visakhapatnam Exp.,20812,Huzur Sahib,Visakhapatnam,30A,Yesvantpur Exp,16542,Pandharnur,Yesvantpur,19
,,,Nanded,,Yesvantpur Exp,18111,Tatanagar,Yesvantpur,"40,71",
,Visakhapatnam Exp.,18502,Gandhidham,Visakhapatnam,"8,34",Yoga Exp,19031/19032,Ahmedabad,Haridwar,"23,75"
,Visakhapatnam Exp.,18504,Sai Nagar Shirdi,Visakhapatnam,"53,30A",Yog Nagari Rishikesh Exp,14317/14318,Indore,Dehradun,"4,75"
,Visakhapatnam Exp.,18520,Lokmanya Tilak (T),Visakhapatnam,"10A,30A",Yuva Exp,12247/12248,Bandra (T),H. Nizamuddin,3
,Visakhapatnam Exp.,18568,Kollam,Visakhapatnam,"29A,86A",Ziyarat Exp,12395/12396,Rajendra Nagar,Ajmer,"23,65"
,Visakhapatnam Exp.,18574,Bhagat Ki Kothi,Visakhapatnam,"28,42A,72,81",,,,,
,Visakhapatnam Exp.,22802,MGR Chennai,Visakhapatnam,7A,,,,,
,,,Central,,,,,,,
,Visakhapatnam Exp.,20815,Tatanagar,Visakhapatnam,"7,32A",,,,,
,Visakhapatnam Exp.,22848,Lokmanya Tilak (T),Visakhapatnam,"5,42",,,,,
,Visakhapatnam Exp.,22853,Shalimar,Visakhapatnam,7,,,,,
,Visakhapatnam Exp.,22870,MGR Chennai,Visakhapatnam,7A,,,,,
,,,Central,,,,,,,
,Visakhapatnam Exp.,22873,Digha,Visakhapatnam,7,,,,,
,Vishwamanava SF Exp.,20675/20676,Belagavi,Mysuru,19,,,,,
TAG-26,Vivek Exp,22503/22504,Kanniyakumari,Dibrugarh,"29,66,7,4,86",,,,,
,,,,,46,,,,,
